"Dataset_ID"	"Original.chronology_Compared"	"Original.chronology_VS._Newly.chronology"	"Reason"	"LegacyAge 1.0_Source"
16181	"Neotoma 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core basal age from publication"	"AWI"
16184	"Two: Neotoma 1 and Wang et al."	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core basal age from publication better"	"AWI"
16186	"Two: Neotoma 1 and Goman et al. 2008"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority"	"AWI"
16189	"Two: Neotoma 1 and Wang et al. 2019"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include a hiatus from the publication"	"AWI"
16193	"Neotoma 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include a hiatus from the publication"	"AWI"
16197	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core basal age better, publication unavailable"	"AWI"
16199	"EPD1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better and include the core top age, publication unavailable"	"AWI"
16205	"Two: EPD1 and O'Connell et al. (1987)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better according to references"	"AWI"
16207	"Two: EPD1 and O'Sullivan(1991)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better, publication unavailable"	"AWI"
16209	"Two: EPD1 and Dodson et al (1998)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core basal age from publication better"	"AWI"
16212	"EPD1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better"	"AWI"
16214	"Two: EPD1 and von Engelbrechten (1998)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority, publication unavailable"	"AWI"
16217	"Two: EPD1 and Stewart (1996)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better and Neotoma only accept the Biostratigraphic datings, publication unavailable"	"AWI"
16222	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings"	"AWI"
16224	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at low depth"	"AWI"
16231	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better"	"AWI"
16236	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better"	"AWI"
16238	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings at high depth better"	"AWI"
16241	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
16251	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings"	"AWI"
16254	"Two: Neotoma 1 and Wang et al. 2019"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings, pulication unavailable"	"AWI"
16264	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
16269	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better"	"AWI"
16271	"Two: Neotoma 1 and Wang et al. 2019"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at high depth"	"AWI"
16275	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better"	"AWI"
16278	"Neotoma 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better"	"AWI"
17285	"Two: Neotoma 1 and Wang et al. 2019"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at 75-125 cm, pulication unavailable"	"AWI"
17292	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating better, publication unavailable"	"AWI"
17296	"Neotoma 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last two datings better"	"AWI"
17298	"Neotoma 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings and include the core basal age from the publication"	"AWI"
17304	"Three: Neotoma 1, PalEON-STEPPS and Wang et al. 2019"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority"	"AWI"
17320	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core basal age from publication better"	"AWI"
17322	"Neotoma 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at 150 cm and include the core basal age from the publication"	"AWI"
17324	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the dating at 100 cm better according to the publication"	"AWI"
17326	"Neotoma 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings and include the core basal age from the publication"	"AWI"
17328	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last two datings better"	"AWI"
17334	"Two: EPD1 and Stefanini and Mitchell"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better, no publications found for this dataset"	"AWI"
17336	"Two: EPD1 and Cole (2002)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority"	"AWI"
17338	"Neotoma 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last datings better according to the publication"	"AWI"
17340	"Two: Neotoma 1 and Wang et al. 2019"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the top age and catch up the first dating point better"	"AWI"
17342	"Two: EPD1 and Hawthorne (2015)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at low depth, pulication unavailable"	"AWI"
17344	"Two: EPD1 and Cole et al (2000)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better, no publications found for this dataset"	"AWI"
17347	"Neotoma 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better, publication unavailable"	"AWI"
17352	"Neotoma 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating better"	"AWI"
17354	"Neotoma 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the first dating point better, no publications found for this dataset"	"AWI"
17357	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age and catch up the last dating better"	"AWI"
17359	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at high depth"	"AWI"
17363	"Two: Neotoma 1 and Martin 2014"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
17366	"Two: Neotoma 1 and Rodbell et al. 2002"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings"	"AWI"
17368	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better according to references"	"AWI"
17371	"Two: Neotoma 1 and Markgraf & Huber 2010"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the first two datings better"	"AWI"
17375	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's better as calibrated with Marine20"	"AWI"
17377	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating better, no publications found for this dataset"	"AWI"
17381	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating better"	"AWI"
17383	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating better"	"AWI"
17385	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the first dating point better"	"AWI"
17387	"Two: Neotoma 1 and PalEON-STEPPS"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better, also extracted the reservoir effect"	"AWI"
17391	"Neotoma 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating better"	"AWI"
17396	"Three: Neotoma 1, Neotoma 2 and PalEON-STEPPS"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last several datings better"	"AWI"
17398	"Neotoma"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better according to references"	"AWI"
17400	"Neotoma"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
17402	"Neotoma 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating better according to references"	"AWI"
17404	"Four: Neotoma 1, Calcote 2003-2, PalEON-STEPPS and Wang et al. 2019"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the dating at 500 cm better, also extracted the reservoir effect"	"AWI"
17406	"Three: Calcote 2003-2, Neotoma 1 and PalEON-STEPPS"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority"	"AWI"
17417	"Two: Neotoma 1 and Donders et al. 2005"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up datings at 50-100 cm better"	"AWI"
17419	"Two: Neotoma 1 and Johnson 2010"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up datings at 400-600 cm better"	"AWI"
17597	"Neotoma 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the first dating point better"	"AWI"
17617	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at high depth"	"AWI"
17672	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
17689	"Neotoma 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the first dating better and include the core top age"	"AWI"
17711	"Two: Neotoma 1 and Wang et al. 2019"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority"	"AWI"
17713	"Two: Neotoma 1 and Wang et al. 2019"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority"	"AWI"
17717	"Two: Neotoma 1 and Jensen et al."	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority"	"AWI"
17832	"Two: Neotoma 1 and Wang et al. 2019"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at high depth"	"AWI"
17859	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
17873	"Two: Neotoma 1 and Markgraf et al. 2013A"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the datings after 500 cm better"	"AWI"
17880	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
17945	"Two: Neotoma 1 and Wang et al. 2019"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better"	"AWI"
17947	"Two: Neotoma 1 and PalEON-STEPPS"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at high depth and include the core top age"	"AWI"
17993	"Jackson et al. 2014"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at low depth"	"AWI"
17995	"Two: Neotoma 1 and Urrego et al 2010"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up datings after 550 cm better"	"AWI"
18051	"Two: Neotoma 1 and Urrego et al 2010"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better"	"AWI"
18100	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better"	"AWI"
18104	"Two: Neotoma 1 and Markgraf et al. 2009"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the added dating from publication better"	"AWI"
18106	"Two: Neotoma 1 and Wang et al. 2019"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better"	"AWI"
18108	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
18110	"Two: Neotoma 1 and Wang et al. 2019"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better"	"AWI"
18123	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last two datings better according to the references"	"AWI"
18127	"Two: Neotoma 1 and Wang et al. 2019"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better"	"AWI"
18159	"Two: SKOPE and Anderson et al. 2015"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority"	"AWI"
19264	"Two: Neotoma 1 and Wang et al. 2019"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core basal age from publication better"	"AWI"
19266	"Neotoma"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the basal age from the publication"	"AWI"
19323	"Two: Neotoma 1 and Seppä et al. 2003"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core basal age from publication better"	"AWI"
19358	"Two: Neotoma 1 and Wang et al. 2019"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the additional dating better"	"AWI"
19784	"Mitchell & Cole 1998"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority as using Bacon"	"AWI"
19812	"Three: Neotoma 1, Neotoma 2 and PalEON-STEPPS"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better"	"AWI"
19814	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
19817	"Carrevedo et al. 2015"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all 14C datings better according to publication"	"AWI"
19820	"Leopold et al. 2016"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's better as extracted the reservoir effect"	"AWI"
19834	"Four: Neotoma 1, Commerford et al. 2016, PalEON-STEPPS and Wang et al. 2019"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority"	"AWI"
19842	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the added dating from publication better"	"AWI"
19846	"Neotoma1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better"	"AWI"
19901	"Giesecke et al. 2014"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core basal age from publication and catch up the last dating better"	"AWI"
19906	"bacon2"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the second dating point better"	"AWI"
19909	"Two: EPD 1 and Giesecke 2005"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age and catch up the first dating better"	"AWI"
19913	"EPD 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority as using Bacon"	"AWI"
19931	"Three: PalEON 1, PalEON-STEPPS and Wang et al. 2019"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at high depth"	"AWI"
19933	"Three: PalEON 1, PalEON-STEPPS and Wang et al. 2019"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at high depth"	"AWI"
19937	"Wang et al. 2016"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings at high depth better"	"AWI"
19967	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
19993	"Two: Foit et al. 2004 and Wang et al. 2019"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top and basal age from publication"	"AWI"
19995	"Two: Wang et al. 2019 and Gavin et al, 2009"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"Gavin et al, 2009' reproduces changes in sedimentation and vegetation at ca. 9000 cal.yr which our model cannot, 'Gavin et al, 2009' includes the hiatus better than us"	"Neotoma_Gavin et al, 2009"
19997	"Gavin & Bruabker 2015"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority as using Bacon"	"AWI"
20001	"Gavin & Brubaker 2015"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the added datings better"	"AWI"
20012	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
20014	"Neotoma 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the first and last datings better"	"AWI"
20018	"Age cal BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"Age cal BP' includes the hiatus and core basal age consistent with the pollen diagram from original publication"	"Neotoma_Age cal BP"
20020	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings at 200-250 cm better"	"AWI"
20022	"author preferred"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core basal age from publication better"	"AWI"
20024	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
20027	"Cal yr BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"Our bacon model is not suitable for modelling other dating methods well"	"Neotoma_Cal yr BP"
20029	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
20034	"author preferred"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority as using Bacon"	"AWI"
20042	"author preferred"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority as using Bacon"	"AWI"
20046	"author preferred"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last two datings better"	"AWI"
20050	"author preferred"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last two datings better"	"AWI"
20058	"Two: EPD 1 and Sánchez Goñi et al. 2016"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings"	"AWI"
20060	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up datings better and more datings, publication unavailable"	"AWI"
20065	"EPD 2"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
20068	"EPD 2"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
20128	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
20131	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
20156	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
20160	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include more datings at high depth from publication"	"AWI"
20163	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the first dating better"	"AWI"
20165	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the first dating better"	"AWI"
20167	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
20171	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority, publication unavailable"	"AWI"
20175	"EPD 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better"	"AWI"
20180	"Three: EPD 2, clam_v1.0.0 and ARCHEO"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better, publication unavailable"	"AWI"
20183	"Two: EPD 2 and clam_v1.0.0"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top and basal ages better"	"AWI"
20188	"Graham et al. 2016"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top and basal ages better"	"AWI"
20194	"Two: Neotoma 1 and Grimm 2011"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"Grimm 2011' is original publication and adjusted the depth for the last 15 datings"	"Neotoma_Grimm 2011"
20223	"Three: EPD 2, clam_v1.0.0 and ARCHEO"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age, publication unavailable"	"AWI"
20279	"Huntley et al. 2013"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last two datings better"	"AWI"
20281	"Two: Neotoma 1 and Wang et al. 2019"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better"	"AWI"
20285	"Huntley et al. 2013"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include a hiatus from publication"	"AWI"
20287	"Two: Neotoma 1 and Wang et al. 2019"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age and catch up all datings better"	"AWI"
20289	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
20293	"Huntley et al. 2013"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the dating at 330 cm better"	"AWI"
20295	"Two: Neotoma 1 and Wang et al. 2019"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better"	"AWI"
20298	"Two: EPD 1 and Ranner et al. 2005"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority"	"AWI"
20304	"Two: SKOPE and Anderson et al. 2008"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better"	"AWI"
20306	"Krause et al. 2015"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at high depth"	"AWI"
20308	"Two: Krause and Whitlock 2013 and Wang et al."	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at high depth"	"AWI"
20311	"Two: Neotoma 1 and PalEON-STEPPS"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better, Neotoma's only accept the Biostratigraphic datings, publication unavailable"	"AWI"
20316	"Two: Crawford et al. 2015 and Wang et al. 2019"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at high depth"	"AWI"
20372	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
20397	"Three: Neotoma 1, Booth et al 2004 and PalEON-STEPPS"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority"	"AWI"
20495	"Crawford et al. 2015"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings at high depth"	"AWI"
20512	"Four: Booth & Jackson 2003, Neotoma 1, Booth et al. 2012 and PalEON-STEPPS"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating better"	"AWI"
20515	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the added dating from publication better"	"AWI"
21415	"Two: Neotoma 1 and Mensing et al. 2006"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating better"	"AWI"
21418	"Three: Neotoma 1, Neotoma 2 and Wang et al. 2019"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the first two datings better"	"AWI"
21422	"Colombaroli & Gavin 2010"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Colombaroli & Gavin 2010' is varve-based model, which more reliable than 14C"	"Neotoma_Colombaroli & Gavin 2010"
21533	"DANS 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's extraced the reservoir effect"	"AWI"
21535	"DANS 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Neotoma reproduces a change in sedimentation at 35 cm which our model cannot"	"Neotoma_DANS 1"
21537	"Two: DANS 1 and Urrego et al 2012"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority"	"AWI"
21541	"DANS 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating better"	"AWI"
21543	"DANS 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's extraced the reservoir effect"	"AWI"
21545	"DANS 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings at 40-80 cm better"	"AWI"
21549	"DANS 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last two dating points better"	"AWI"
21551	"DANS 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the second dating point better"	"AWI"
21553	"DANS 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better"	"AWI"
21557	"Two: DANS 1 and Wille et al. 2003"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up most of datings and include the core top age from publication"	"AWI"
