TaxonName,Harmonisation
Geranium robertianum/G. rotundifolium,Geraniaceae
Geranium robertianum-type,Geraniaceae
Geranium rotundifolium,Geraniaceae
Geranium sanguineum,Geraniaceae
Geranium solanderi,Geraniaceae
Geranium sylvaticum,Geraniaceae
Geranium sylvaticum-type,Geraniaceae
Geranium undiff.,Geraniaceae
Geranium-type,Geraniaceae
Geranium-type (reticulate),Geraniaceae
Geranium-type (striate),Geraniaceae
Gesneriaceae,Gesneriaceae
Geum,Rosaceae
Geum cf. G. rivale,Rosaceae
Geum cf. G. urbanum,Rosaceae
Geum montanum,Rosaceae
Geum montanum-type,Rosaceae
Geum rivale,Rosaceae
Geum/Potentilla,Rosaceae
Geum-type,Rosaceae
Gevuina,Gevuina
Gilbertiodendron-type (G. mayombense),Fabaceae
Gilia,Polemoniaceae
Gilia aggregata,Polemoniaceae
Gilia inconspicua,Polemoniaceae
Gilia sp.,Polemoniaceae
Gilia-type,Polemoniaceae
Ginkgo,Ginkgo
Ginkgoaceae,Ginkgoaceae
Givotia,Euphorbiaceae
Gladiolus,Iridaceae
Gladiolus illyricus,Iridaceae
Gladiolus illyricus-type,Iridaceae
Gladiolus/Romulea,Iridaceae
Gladiolus-type,Iridaceae
Glaucium,Papaveraceae
Glaucium corniculatum,Papaveraceae
Glaucium flavum-type,Papaveraceae
Glaucium-type,Papaveraceae
Glaux,Primulaceae
Glaux maritima,Primulaceae
Glechoma-type,Lamiaceae
Gleditsia,Gleditsia
Gleichenia,Delete
Gleicheniaceae,Delete
Gleichenia-type,Delete
Globularia,Plantaginaceae
Globularia alypum,Plantaginaceae
Globularia alypum-type,Plantaginaceae
Glochidion,Glochidion
Glochidion harveyanum,Glochidion
Glochidion/Emblica,Glochidion
Glochidion/Phyllanthus,Glochidion
Gloeocapsa,Delete
Gloeotrichia,Delete
Glomeromycota,Delete
Glomeromycota (vesicular-arbuscular mycorrhiza),Delete
Glomus,Delete
Glomus cf. G. fasciculatum,Delete
"Glomus cf. G. fasciculatum (type 207, HdV)",Delete
Glossopetalon,Crossosomataceae
Glossopetalon spinescens,Crossosomataceae
Glossopetalon spinescens var. aridum,Crossosomataceae
Gluta,Gluta
Gluta-type,Gluta
Glyceria,Poaceae
Glyceria maxima,Poaceae
Glyceria sp.,Poaceae
Glyceria-type,Poaceae
Glycydendron,Euphorbiaceae
Glyptostrobus,Glyptostrobus
"Glyptotendipes pallens group (type 509, HdV)",Delete
Gnaphalieae,Asteraceae
Gnaphalium,Asteraceae
Gnaphalium luteo-alba-type,Asteraceae
Gnaphalium luteoalbum-type,Asteraceae
Gnaphalium supinum,Asteraceae
Gnaphalium-type,Asteraceae
Gnidia,Thymelaeaceae
Gnidia glauca,Thymelaeaceae
Gnidia-type,Thymelaeaceae
Gnidia-type (G. glauca),Thymelaeaceae
Gochnatia,Asteraceae
Gochnatieae,Asteraceae
Gochnatioideae,Asteraceae
Godoya,Godoya
Gomortega,Gomortega
Gomortega keule,Gomortega
Gomortegaceae,Gomortegaceae
Gompholobium,Fabaceae
Gomphrena,Amaranthaceae
Gomphrena/Pfaffia,Amaranthaceae
Gomphrena-type,Amaranthaceae
Gomphrenipollis minimus,Delete
Gongylolepis,Asteraceae
Goniolimon,Plumbaginaceae
Gonocarpus,Delete
Gonocarpus aggregatus,Haloragaceae
Gonocarpus/Haloragis,Delete
Gonocormus,Delete
Goodenia,Goodeniaceae
Goodeniaceae,Goodeniaceae
Gordonia,Gordonia
Gordonia fruticosa,Gordonia
Gossypium,Malvaceae
Gouania,Rhamnaceae
Goupia,Goupia
Goupiaceae,Goupiaceae
Goupia-type,Goupia
Graminceae,Poaceae
Gramineae,Poaceae
gramineae,Poaceae
Gramineae (b),Poaceae
Gramineae (s),Poaceae
Gramineae small,Poaceae
Gramineae undiff.,Poaceae
Gramineae(<30um),Poaceae
Gramineae(>40um),Poaceae
Gramineae(30-40um),Poaceae
Gramineae(large),Poaceae
Gramineae(little),Poaceae
Gramineae<35æm,Poaceae
Gramineae>=35æm,Poaceae
Grammitis,Delete
Grammitis-type,Delete
Granabivesiculites inchoatus,Delete
Granulatisporites sp.,Delete
Graptoleberis testudinaria,Delete
Gratiola,Plantaginaceae
Gratiola officinalis,Plantaginaceae
Grayia,Amaranthaceae
Grayia spinosa,Amaranthaceae
Greigia,Bromeliaceae
Gremineae,Poaceae
Grevillea,Grevillea
Grewia,Grewia
Grewia tephrodermis,Grewia
Grewia-type,Grewia
Grewioideae,Malvaceae
Grias,Grias
Grimsdalea magnaclavata,Delete
Grindelia,Asteraceae
Grindelia aphanactis,Asteraceae
Grindelia sp.,Asteraceae
Grindelia squarrosa,Asteraceae
Griselinia,Griselinia
Griselinia cf. G. ruscifolia,Griselinia
Griseliniaceae,Griseliniaceae
Griselinia-type,Griselinia
Groenlandia densa,Delete
Grossularia,Grossulariaceae
Grossulariaceae,Grossulariaceae
Grossulariaceae undiff.,Grossulariaceae
Guaiacum,Guaiacum
Guapira,Nyctaginaceae
Guarea,Guarea
Guarea-type,Guarea
Guatteria,Guatteria
Guazuma,Guazuma
Guazuma ulmifolia,Guazuma
Guazuma-type,Guazuma
Guettarda,Guettarda
Guettarda-type,Guettarda
Guettardeae,Rubiaceae
Guibourtia-type (G. demeusei),Fabaceae
Guioa,Guioa
Guizotia,Asteraceae
Gundelia,Asteraceae
Gundelia-type,Asteraceae
Gunnera,Gunneraceae
Gunnera manicata,Gunneraceae
Gunnera perpensa,Gunneraceae
Gunneraceae,Gunneraceae
Gunnerales,Gunnerales
Gurania,Cucurbitaceae
Gustavia,Gustavia
Gustavia (type 1),Gustavia
Gustavia (type 2),Gustavia
Gustavia-type,Gustavia
Gutierrezia,Asteraceae
Gutierrezia cf. G. microcephala,Asteraceae
Gutierrezia cf. G. sarothrae,Asteraceae
Gutierrezia microcephala,Asteraceae
Gutierrezia sarothrae,Asteraceae
Gutierrezia sp.,Asteraceae
Guttiferae,Clusiaceae
Guttiferae cf. Hypericum,Hypericaceae
Gymnanthes,Gymnanthes
Gymnocarpium,Delete
Gymnocarpium dryopteris,Delete
Gymnocarpium dryopteris-type,Delete
Gymnocarpium robertianum,Delete
Gymnocarpium-type,Delete
Gymnocarpos,Caryophyllaceae
Gymnogrammaceae,Delete
Gymnopodium,Polygonaceae
Gymnoschoenus,Cyperaceae
Gymnoschoenus sphaerocephalus,Cyperaceae
Gymnoschoenus-type,Cyperaceae
Gymnosperma,Asteraceae
Gymnosperma glutinosum,Asteraceae
Gymnospermae sum,Delete
Gymnosporia,Gymnosporia
Gymnosporia senegalensis,Gymnosporia
Gymnosporia=Maytenus,Maytenus
Gymnostoma,Gymnostoma
Gynandropsis,Cleomaceae
Gynandropsis gynandra,Cleomaceae
Gynatrix,Malvaceae
Gynoxys,Asteraceae
Gynoxys-type,Asteraceae
Gypsophila,Caryophyllaceae
Gypsophila arrostii,Caryophyllaceae
Gypsophila fastigiata,Caryophyllaceae
Gypsophila fastigiata/G. repens,Caryophyllaceae
Gypsophila fastigiata-type,Caryophyllaceae
Gypsophila muralis,Caryophyllaceae
Gypsophila repens,Caryophyllaceae
Gypsophila repens-type,Caryophyllaceae
Gypsophila type,Caryophyllaceae
Gypsophila undiff.,Caryophyllaceae
Gypsophila-type,Caryophyllaceae
Gyranthera,Malvaceae
Gyratrix hermaphroditus,Delete
Gyrocarpus,Gyrocarpus
Gyrostemon,Gyrostemon
Gyrostemonaceae,Gyrostemonaceae
Habenaria,Orchidaceae
Habenaria-type,Orchidaceae
Habrotrocha,Delete
Habrotrocha angusticollis,Delete
"Habrotrocha angusticollis (type 37, HdV)",Delete
Haematostaphis,Haematostaphis
Haematostaphis barteri,Haematostaphis
Haematostaphis-type (H. barteri),Haematostaphis
Haematoxylum,Haematoxylum
Hagenia,Hagenia
Hagenia abyssinica,Hagenia
Hakea,Hakea
Hakea lissosperma-type,Hakea
Hakea microcarpa-type,Hakea
Haldina,Haldina
Haldina-type,Haldina
Halenia,Gentianaceae
Halenia-type,Gentianaceae
Halimium,Cistaceae
Halimium halimifolium,Cistaceae
Halimium halimifolium-type,Cistaceae
Halimium lasianthum-type,Cistaceae
Halimium/Tuberaria,Cistaceae
Halimium-type,Cistaceae
Halimodendron,Fabaceae
Hallea,Fleroya
Hallea rubrostipulata-type,Fleroya
Hallea-type,Fleroya
Halocarpus,Halocarpus
Halogeton,Amaranthaceae
Haloragaceae,Delete
Haloragaceae undiff.,Delete
Haloragidaceae,Delete
Haloragis,Haloragaceae
Haloragis (pentaporate),Haloragaceae
Haloragis (tetraporate),Haloragaceae
Haloragis erecta,Haloragaceae
Haloragis sim.,Haloragaceae
Haloragis/Myriophyllum,Delete
Haloragodendron,Haloragaceae
Halothamnus-type,Amaranthaceae
Haloxylon,Haloxylon
Haloxylon type,Haloxylon
Hamamelibaceae,Hamamelidaceae
Hamamelidaceae,Hamamelidaceae
Hamamelis,Hamamelis
Hamamelis virginiana,Hamamelis
Hammada-type,Amaranthaceae
Hampea,Hampea
Hannoa,Simaroubaceae
Hannoa klaineana,Simaroubaceae
Haplopappus,Asteraceae
Haplopappus cuneatus,Asteraceae
Haplopappus laricifolius,Asteraceae
Haplopappus sp.,Asteraceae
Haplophyllum,Rutaceae
Haplophyllum-type,Rutaceae
Haplophyton,Apocynaceae
Haplophyton crooksii,Apocynaceae
Hardenbergia,Fabaceae
Hardwickia,Hardwickia
Hardwickia binata,Hardwickia
Harpullia,Harpullia
Harungana,Harungana
Harungana madagascariensis,Harungana
Harungana madagascariensis-type,Harungana
Hasseltia,Hasseltia
Havardia,Havardia
Hebenstretia,Scrophulariaceae
Hedeoma,Lamiaceae
Hedeoma sp.,Lamiaceae
Hedera,Araliaceae
Hedera helix,Araliaceae
Hedera helix-type,Araliaceae
Hedera-type,Araliaceae
Hedwigia,Delete
Hedycarya,Hedycarya
Hedyosmum,Hedyosmum
Hedyosmum brasiliense,Hedyosmum
Hedyosmum mexicanum,Hedyosmum
Hedyosmum/Convolvulaceae,Hedyosmum
Hedyosmum-type,Hedyosmum
Hedyotis,Rubiaceae
Hedyotis sp.,Rubiaceae
Hedyotis-type,Rubiaceae
Hedysareae,Fabaceae
Hedysarum,Fabaceae
Hedysarum cf. H. hedysaroides,Fabaceae
Hedysarum h.,Fabaceae
Hedysarum hedysaroides,Fabaceae
Hedysarum humile-type,Fabaceae
Hedysarum/Ebenus,Fabaceae
Hedysarum-type,Fabaceae
Heisteria,Heisteria
Helenieae,Asteraceae
Heleopera,Delete
Heliantheae,Asteraceae
Heliantheae undiff.,Asteraceae
Helianthemum,Cistaceae
Helianthemum alpestre,Cistaceae
Helianthemum alpestre-type,Cistaceae
Helianthemum alpinum,Cistaceae
Helianthemum canum/H. alpestre,Cistaceae
Helianthemum canum/H. oelandicum subsp. alpestris,Cistaceae
Helianthemum canum-type,Cistaceae
Helianthemum cf. H. canum,Cistaceae
Helianthemum cf. H. nummularium,Cistaceae
Helianthemum cf. H. oelandicum,Cistaceae
Helianthemum croceum-type,Cistaceae
Helianthemum marifolium,Cistaceae
Helianthemum nummularium,Cistaceae
Helianthemum nummularium group,Cistaceae
Helianthemum nummularium-type,Cistaceae
Helianthemum oelandicum,Cistaceae
Helianthemum oelandicum subsp. alpestris,Cistaceae
Helianthemum oelandicum subsp. alpestris-type,Cistaceae
Helianthemum oelandicum-type,Cistaceae
Helianthemum pro parte,Cistaceae
Helianthemum undiff.,Cistaceae
Helianthemum/Gentiana pneumonanthe,Cistaceae
Helianthemum-type,Cistaceae
Helianthermum,Cistaceae
Helianthinae,Asteraceae
Helianthus,Asteraceae
Helianthus sp.,Asteraceae
Helianthus-type,Asteraceae
Helichrysum,Asteraceae
Helichrysum-type,Asteraceae
Helicia,Helicia
Helicoma,Delete
Helicoon,Delete
Helicoön,Delete
Helicoön pluriseptatum,Delete
Helicosporium,Delete
"Helicosporium/Helicoön pluriseptatum (type 30, HdV)",Delete
Helicostylis,Helicostylis
Helicteres,Helicteres
Helicteroideae,Malvaceae
Helictochloa,Poaceae
Helictochloa versicolor,Poaceae
Heliocarpus,Heliocarpus
Heliocarpus americanus,Heliocarpus
Heliophila,Brassicaceae
Heliotropiaceae,Boraginaceae
Heliotropium,Heliotropium
Heliotropium europaeum,Heliotropium
Heliotropium europaeum-type,Heliotropium
Heliotropium steudneri-type,Heliotropium
Heliotropium strigosum,Heliotropium
Heliotropium-type,Heliotropium
Helleborus,Ranunculaceae
Helleborus foetidus,Ranunculaceae
Helleborus undiff.,Ranunculaceae
Helleborus viridis,Ranunculaceae
Helleborus viridis-type,Ranunculaceae
Helleborus/Chelidonium,Ranunculaceae
Helleborus-type,Ranunculaceae
Heloniopsis,Melanthiaceae
Helosciadium,Apiaceae
Helosciadium inundatum,Apiaceae
Helosciadium inundatum/Trinia glauca-type,Apiaceae
Helotium,Delete
Helotium schimperi,Delete
Helwingia,Helwingia
Hemerocallidoideae,Asphodelaceae
Hemerocallis,Asphodelaceae
Hemionitis (type I),Delete
Hemionitis (type II),Delete
Hemionitis-type,Delete
Hemiphragma,Plantaginaceae
Hemistepta,Asteraceae
Hemitelia-type,Delete
Hemizygia,Lamiaceae
Hemizygia bracteosa,Lamiaceae
Hemizygia bracteosa-type,Lamiaceae
Hemsleya,Cucurbitaceae
Hepatica,Ranunculaceae
Hepatica nobilis,Ranunculaceae
Hepatica nobilis-type,Ranunculaceae
Hepaticae,Delete
Hepaticae and Musci,Delete
Hepatica-type,Ranunculaceae
Heracleum,Apiaceae
Heracleum lanatum,Apiaceae
Heracleum mantegazzianum,Apiaceae
Heracleum sibiricum,Apiaceae
Heracleum sphondylium,Apiaceae
Heracleum sphondylium-type,Apiaceae
Heracleum undiff.,Apiaceae
Heracleum-type,Apiaceae
Herb,Delete
Herbae indeterminata,Indeterminable
Herissantia,Malvaceae
Herissantia crispa,Malvaceae
Heritiera,Heritiera
Heritiera utilis,Heritiera
Hermannia,Malvaceae
Hermannia-type,Malvaceae
Hernandia,Hernandia
Hernandiaceae,Hernandiaceae
Herniaria,Caryophyllaceae
Herniaria glabra,Caryophyllaceae
Herniaria glabra-type,Caryophyllaceae
Herniaria/Paronychia/Illecebrum-type,Caryophyllaceae
Herniaria-type,Caryophyllaceae
Herrania,Herrania
Hesperomeles,Hesperomeles
Hesperostipa,Poaceae
Hesperostipa cf. H. spartea,Poaceae
Hesperostipa comata,Poaceae
Hesperostipa neomexicana,Poaceae
Hesperostipa sp.,Poaceae
Hesperoyucca,Asparagaceae
Hesperoyucca whipplei,Asparagaceae
Heteranthera,Delete
Heteromorpha,Apiaceae
Heteropanax,Heteropanax
Heteropogon,Poaceae
Heteropogon contortus,Poaceae
Heteropogon sp.,Poaceae
Heteropterys,Heteropterys
Heteropterys (type 1),Heteropterys
Heteropterys (type 2),Heteropterys
Heterosperma,Asteraceae
Heterosperma sp.,Asteraceae
Heterotheca,Asteraceae
Heterotheca sp.,Asteraceae
Heterotheca villosa,Asteraceae
Heuchera,Saxifragaceae
Heuchera-type,Saxifragaceae
Hevea,Hevea
Hexalobus,Hexalobus
Hexarthra mira,Delete
Hibbertia,Hibbertia
Hibbertia-type,Hibbertia
Hibiscus,Malvaceae
Hibiscus australensis,Malvaceae
Hibiscus cf. H. australensis,Malvaceae
Hibiscus denudatus,Malvaceae
Hibiscus fragilis,Malvaceae
Hibiscus tiliaceus,Malvaceae
Hibiscus/Urena,Malvaceae
Hibiscus-type,Malvaceae
Hibiscus-type (H. micranthus),Malvaceae
Hicriopteris,Delete
Hicriopteris+Dicranopteris,Delete
Hieracium,Asteraceae
Hieracium intybaceum,Asteraceae
Hieracium murorum,Asteraceae
Hieracium pilosella,Asteraceae
Hieracium-type,Asteraceae
Hieronyma,Hieronyma
Hieronyma (type 1),Hieronyma
Hieronyma (type 2),Hieronyma
Hieronyma (type 3),Hieronyma
Hieronyma (type II),Hieronyma
Hieronyma alchorneoides,Hieronyma
Hieronyma undiff.,Hieronyma
Hieronyma-type,Hieronyma
Hildebrandtia,Convolvulaceae
Hildegardia,Hildegardia
Hildegardia barteri,Hildegardia
Himatanthus,Himatanthus
Hippeastrum,Amaryllidaceae
Hippocastanoideae,Sapindaceae
Hippocastanoideae undiff.,Sapindaceae
Hippocratea,Celastraceae
Hippocratea volubilis,Celastraceae
Hippocrateaceae,Celastraceae
Hippocratea-type,Celastraceae
Hippocrepis,Fabaceae
Hippocrepis comosa,Fabaceae
Hippocrepis emerus,Fabaceae
Hippocrepis emerus subsp. emerus,Fabaceae
Hippocrepis-type,Fabaceae
Hippomane,Hippomane
Hippopae,Elaeagnaceae
Hippophae,Elaeagnaceae
Hippophaë,Elaeagnaceae
Hippophae,Elaeagnaceae
Hippophae cf. H. rhamnoides,Elaeagnaceae
Hippophaë cf. H. rhamnoides,Elaeagnaceae
Hippophae rhamnoides,Elaeagnaceae
Hippophaë rhamnoides,Elaeagnaceae
Hippophaë rhamnoides|clump|pollen|NISP,Elaeagnaceae
Hippophaë rhamnoides|NA|pollen|NISP,Elaeagnaceae
Hippophae rhamnoides-type,Elaeagnaceae
Hippophaë rhamnoides-type,Elaeagnaceae
Hippophae rhamnoids,Elaeagnaceae
Hippophaë|leaf hair|NISP,Delete
Hippophaë|pollen|NISP,Elaeagnaceae
Hippotis,Rubiaceae
Hippuris,Delete
Hippuris vulgaris,Delete
Hiptage,Malpighiaceae
Hiptage comp.,Malpighiaceae
Hiraea,Malpighiaceae
Hirtella,Hirtella
Histiopteris,Delete
Histiopteris incisa,Delete
Hoffmannseggia,Fabaceae
Holodiscus,Rosaceae
Holodiscus-type,Rosaceae
Hololachna,Tamaricaceae
Holoptelea,Holoptelea
Holoptelea grandis,Holoptelea
Holoptelea integrifolia,Holoptelea
Holosteum,Caryophyllaceae
Holosteum umbellatum,Caryophyllaceae
Homalanthus,Homalanthus
Homalanthus cf. H. stokesii,Homalanthus
Homalanthus nutans,Homalanthus
Homalanthus stokesii,Homalanthus
Homalium,Homalium
Homogyne,Asteraceae
Homogyne alpina,Asteraceae
Homogyne-type,Asteraceae
Homonoia,Euphorbiaceae
Hopea,Hopea
Hopea/Shorea,Hopea
Hordelymus,Poaceae
Hordeum,Poaceae
Hordeum group,Poaceae
Hordeum pusillum,Poaceae
Hordeum vulgare,Poaceae
Hordeum vulgare-type,Poaceae
Hordeum/Secale,Poaceae
Hordeum/Triticum,Poaceae
Hordeum/Triticum-type,Poaceae
Hordeum-type,Poaceae
Hornungia,Brassicaceae
Hornungia-type,Brassicaceae
Horsfordia,Malvaceae
Horsfordia newberryi,Malvaceae
Horsfordia sp.,Malvaceae
Hoslundia,Lamiaceae
Hoslundia opposita,Lamiaceae
Hottonia palustris,Delete
Hottonia-type,Delete
Houstonia,Rubiaceae
Hovea,Fabaceae
Hovea/Bossiaea,Fabaceae
Hpersia selago,Delete
Hudsonia,Cistaceae
Hulumus,Cannabaceae
Humiria,Humiriaceae
Humiriaceae,Humiriaceae
Humulus,Cannabaceae
humulus,Cannabaceae
Humulus lupulus,Cannabaceae
Humulus lupulus-type,Cannabaceae
Humulus/Cannabis,Cannabaceae
Humulus/Cannabis sativa,Cannabaceae
Humulus/Cannabis/Urtica,Cannabaceae
Humulus/Cannabis-type,Cannabaceae
Humulus/Urtica,Cannabaceae
Humulus+Cannabis,Cannabaceae
Humulus-type,Cannabaceae
Huperzia,Delete
Huperzia (type II),Delete
Huperzia (with channels),Delete
Huperzia arctica,Delete
Huperzia australiana,Delete
Huperzia lucidula,Delete
Huperzia lucidula-type,Delete
Huperzia petrovii,Delete
Huperzia phlegmaria comp.,Delete
Huperzia phlegmaria-type,Delete
Huperzia polycarpos-type,Delete
Huperzia selago,Delete
Huperzia selago subsp. arctica,Delete
Huperzia selago subsp. arctica-type,Delete
Huperzia selago subsp. selago,Delete
Huperzia selago undiff.,Delete
Huperzia selago/H. lucidula,Delete
Huperzia selago-type,Delete
Huperzia serrata,Delete
Huperzia undiff.,Delete
Huperzia-type,Delete
Hura,Hura
Hura-type,Hura
Hyacinthaceae,Asparagaceae
Hyacintheae,Asparagaceae
Hyacinthoides,Asparagaceae
Hyacinthoides non-scripta,Asparagaceae
Hyacinthoides/Scilla,Asparagaceae
Hyacinthoides-type,Asparagaceae
Hyalosphenia,Delete
Hyalosphenia cf. H. elegans,Delete
Hyalosphenia elegans,Delete
Hyalosphenia papilio,Delete
Hyalosphenia subflava,Delete
Hybanthus,Violaceae
Hydrachnidia,Delete
Hydrangea,Hydrangea
Hydrangeaceae,Hydrangeaceae
Hydrochantaceae,Delete
Hydrocharis,Delete
Hydrocharis morsus-ranae,Delete
Hydrocharitaceae,Delete
Hydrocleys,Delete
Hydrocotyle,Delete
Hydrocotyle (type 1),Delete
Hydrocotyle (type 2),Delete
Hydrocotyle hirta-type,Delete
Hydrocotyle vulgaris,Delete
Hydrocotyle-type,Delete
Hydrodictyon,Delete
Hydrolea,Hydroleaceae
Hydroleaceae,Hydroleaceae
Hydrophila,Acanthaceae
Hydrophyllaceae,Boraginaceae
Hydrophyllaceae undiff.,Boraginaceae
Hydrophyllaceae-type,Boraginaceae
Hydrophyllum,Boraginaceae
Hydrophyllum cf. H. virginianum,Boraginaceae
Hydrophyllum virginianum,Boraginaceae
Hyeronima,Hieronyma
Hygrohypnum,Delete
Hygrophila,Delete
Hygrophila-type,Delete
Hymenaea,Hymenaea
Hymenaea-type,Hymenaea
Hymenocardia,Hymenocardia
Hymenocardia acida,Hymenocardia
Hymenocardia acida-type,Hymenocardia
Hymenoclea,Asteraceae
Hymenoclea salsola,Asteraceae
Hymenodictyeae,Rubiaceae
Hymenodictyon,Hymenodictyon
Hymenodictyon floribundum-type,Hymenodictyon
Hymenodictyon-type,Hymenodictyon
Hymenodictyon-type (H. floribundum),Hymenodictyon
Hymenophyllacea,Delete
Hymenophyllaceae,Delete
Hymenophyllum,Delete
Hymenophyllum flabellatum,Delete
Hymenophyllum tunbrigense,Delete
Hymenophyllum wilsonii,Delete
Hymenophyllum-type,Delete
"Hymenoptera (type 913, HdV)",Delete
Hymenostegia,Hymenostegia
Hymenostegia pellegrinii,Hymenostegia
Hymenostegia-type,Hymenostegia
Hymenostegia-type (H. pellegrinii),Hymenostegia
Hymenoxys,Asteraceae
Hymenoxys sp.,Asteraceae
Hymonoplyllaceae,Hymonoplyllaceae
Hyophorbe,Hyophorbe
Hyophorbe-type,Hyophorbe
Hyoscyamus,Solanaceae
Hyoscyamus niger,Solanaceae
Hypecoum,Papaveraceae
Hypecoum-type,Papaveraceae
Hypericaceae,Hypericaceae
Hypericum,Hypericaceae
Hypericum (mini),Hypericaceae
Hypericum androsaemum,Hypericaceae
Hypericum assyriacum,Hypericaceae
Hypericum assyriacum-type,Hypericaceae
Hypericum boreale,Hypericaceae
Hypericum boreale-type,Hypericaceae
Hypericum calycinum-type,Hypericaceae
Hypericum cf. H. elodes,Hypericaceae
Hypericum coris-type,Hypericaceae
Hypericum elodes,Hypericaceae
Hypericum elodes-type,Hypericaceae
Hypericum hirtellum,Hypericaceae
Hypericum hirtellum var. assyriacum,Hypericaceae
Hypericum hirtellum var. assyriacum-type,Hypericaceae
Hypericum japonicum,Hypericaceae
Hypericum perforatum,Hypericaceae
Hypericum perforatum group,Hypericaceae
Hypericum perforatum/H. androsaemum-type,Hypericaceae
Hypericum perforatum-type,Hypericaceae
Hypericum pulchrum,Hypericaceae
Hypericum pulchrum-type,Hypericaceae
Hypericum punctatum,Hypericaceae
Hypericum tetrapterum,Hypericaceae
Hypericum type,Hypericaceae
Hypericum undiff.,Hypericaceae
Hypericum-type,Hypericaceae
Hyphaene,Hyphaene
Hyphaene cf. H. thebaica,Hyphaene
Hyphaene-type,Hyphaene
Hypnum,Delete
Hypnum imponens,Delete
Hypochaeris,Asteraceae
Hypochaeris uniflora,Asteraceae
Hypoestes,Acanthaceae
Hypoestes-type,Acanthaceae
Hypolepis,Delete
Hypolepis hostilis-type,Delete
Hypolepis obtusata-type,Delete
Hypolepis/Asplenium,Delete
Hypolepis/Asplenium-type,Delete
Hypolepis-type,Delete
Hypoxidaceae,Hypoxidaceae
Hypoxis,Hypoxidaceae
Hypoxis hirsuta,Hypoxidaceae
Hyptis,Lamiaceae
Hyptis albida,Lamiaceae
Hyptis emoryi,Lamiaceae
Hyptis laniflora,Lamiaceae
Hyptis tephrodes,Lamiaceae
Hyptis tomentosa,Lamiaceae
Hyptis-type,Lamiaceae
Hystrichosphaera,Delete
Hystrichosphaeropsis,Delete
Hystrix,Poaceae
Hystrix (type A),Poaceae
Hystrix (type B),Poaceae
Ibervillea,Cucurbitaceae
Ibervillea tenuisecta,Cucurbitaceae
Icacina,Icacinaceae
Icacinaceae,Icacinaceae
Icacinales,Icacinales
Idesia,Idesia
Ilex,Ilex
Ilex (type 1),Ilex
Ilex (type 2),Ilex
Ilex anomala,Ilex
Ilex aquifolium,Ilex
Ilex aquifolium-type,Ilex
Ilex cf. I. mitis,Ilex
Ilex mitis,Ilex
Ilex.1,Ilex
Ilex/Lonicera,Ilex
Ilex/Nemopanthus,Ilex
Ilex/Nemopanthus undiff.,Ilex
Ilex/Nemopanthus-type,Ilex
Ilex-type,Ilex
Illecebrum,Caryophyllaceae
Illecebrum verticillatum,Caryophyllaceae
Illecebrum verticillatum-type,Caryophyllaceae
Illecebrum-type,Caryophyllaceae
Illicium,Illicium
Impatiens,Balsaminaceae
Impatiens capensis,Balsaminaceae
Impatiens noli-tangere,Balsaminaceae
Impatiens parviflora,Balsaminaceae
Impatiens-type,Balsaminaceae
Inaperturites (psilate),Delete
Inaperturites sp.,Delete
Inaperturopollenites solimoensis,Delete
Inaperturopollenites sp.,Delete
Incarvillea,Bignoniaceae
inderm spores,Delete
Indet,Indeterminable
Indet.,Indeterminable
Indet.+varia,Indeterminable
Indeterm.,Indeterminable
Indeterminable,Indeterminable
Indeterminable (broken),Indeterminable
Indeterminable (broken/obscured),Indeterminable
Indeterminable (concealed),Indeterminable
Indeterminable (corroded),Indeterminable
Indeterminable (crumpled),Indeterminable
Indeterminable (degraded),Indeterminable
Indeterminable (hidden),Indeterminable
Indeterminable (immature),Indeterminable
Indeterminable (obscured),Indeterminable
Indeterminable (rebedded),Indeterminable
Indeterminable (reticulate),Indeterminable
Indeterminable (reworked),Indeterminable
Indeterminable (triporate),Indeterminable
Indeterminable (unidentified),Indeterminable
Indeterminable (unknown),Indeterminable
Indeterminable pollen,Indeterminable
Indeterminable undiff.,Indeterminable
Indeterminable undiff.|pollen|NISP,Indeterminable
Indeterminable undiff.|spore|NISP,Delete
Indeterminable/Varia,Indeterminable
Indeterminable|0-25 µm|NISP,Indeterminable
Indeterminable|Neotoma Pollen:broken|pollen/spore|NISP|Neotoma Pollen:broken|pollen/spore|NISP|Neotoma Pollen:broken|pollen/spore|NISP|Neotoma Pollen:broken|pollen/spore|NISP,Indeterminable
Indeterminable|Neotoma Pollen:corroded|pollen/spore|NISP|Neotoma Pollen:corroded|pollen/spore|NISP|Neotoma Pollen:corroded|pollen/spore|NISP|Neotoma Pollen:corroded|pollen/spore|NISP,Indeterminable
Indeterminable|Neotoma Pollen:crumpled|pollen/spore|NISP|Neotoma Pollen:crumpled|pollen/spore|NISP|Neotoma Pollen:crumpled|pollen/spore|NISP|Neotoma Pollen:crumpled|pollen/spore|NISP,Indeterminable
Indeterminable|Neotoma Pollen:degraded|pollen/spore|NISP|Neotoma Pollen:degraded|pollen/spore|NISP|Neotoma Pollen:degraded|pollen/spore|NISP|Neotoma Pollen:degraded|pollen/spore|NISP,Indeterminable
Indeterminable|Neotoma Pollen:hidden|pollen/spore|NISP|Neotoma Pollen:hidden|pollen/spore|NISP|Neotoma Pollen:hidden|pollen/spore|NISP|Neotoma Pollen:hidden|pollen/spore|NISP,Indeterminable
Indeterminable|pollen/spore|NISP,Indeterminable
